id,module,supermodule,dim_1,dim_2,gene_short_name,is_feature_control,is_feature_control_MITO,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
ENSG00000108848,1,1,0.6833133519191197,0.34402434607648513,LUC7L3,FALSE,FALSE,0.5946282326562411,0.2026594489447661,40921,61.121667585079905,62587,4.796491073891664
ENSG00000141232,11,3,-2.365819472024972,5.650569603644844,TOB1,FALSE,FALSE,0.11819978338115417,0.04851940379067539,11120,89.43508085203413,12441,4.0948901970066505
ENSG00000008294,1,1,-0.10298820133023939,0.7700913407435384,SPAG9,FALSE,FALSE,0.11068462956277196,0.045590761835832085,10684,89.84931689056947,11650,4.066363202258494
ENSG00000239672,2,1,-1.4065953671436855,-2.423068477905754,NME1,FALSE,FALSE,0.16496285176810382,0.06631207683899024,12882,87.76103521006327,17363,4.239649777166663
ENSG00000243678,15,2,3.7884106457728794,-0.60341970542765,NME1-NME2,FALSE,FALSE,0.02087331597849013,0.008971852189699599,2150,97.95732228703898,2197,3.3420276880874717
ENSG00000011052,2,1,-2.744039553354318,-1.6035533688435588,NME2,FALSE,FALSE,0.02255496228171851,0.009686660614979333,2314,97.80150873125962,2374,3.3756636139608855
ENSG00000011258,5,1,4.639943581869071,-3.057446076668266,MBTD1,FALSE,FALSE,0.03868736580082467,0.016484849059592337,3920,96.2756759838106,4072,3.609914410085998
ENSG00000011260,2,1,-1.4371091305714199,-2.1477610609898603,UTP18,FALSE,FALSE,0.0790373762517339,0.03303648825913642,7718,92.6672620517985,8319,3.920123326290724
ENSG00000141198,10,1,-0.4577955334883281,-3.26646120766497,TOM1L1,FALSE,FALSE,9.405818306192639e-4,4.0829751029392225e-4,96,99.90879206490965,99,2
ENSG00000166260,10,1,-0.0019588350754328743,-3.9187558434376752,COX11,FALSE,FALSE,0.06640127691109127,0.027920656431223673,6549,93.77790867805498,6989,3.8444771757456815
ENSG00000166263,5,1,3.1071343243617466,-2.70067329624987,STXBP4,FALSE,FALSE,0.006033024873163965,0.0026122374642111278,628,99.40334809128395,635,2.803457115648414
ENSG00000108924,9,1,4.004276734640067,1.542751953803536,HLF,FALSE,FALSE,0.0011781024949170577,5.113422649671708e-4,116,99.88979041176582,124,2.0969100130080562
ENSG00000108960,5,1,5.0524205983180455,-3.2700374863514936,MMD,FALSE,FALSE,0.04213616584642864,0.017924467727603553,3945,96.25192391738081,4435,3.6469915374771222
ENSG00000141179,1,1,-2.306123393724496,3.2582194068064654,PCTP,FALSE,FALSE,0.025813745795884243,0.011068514268928437,2635,97.49653219830125,2717,3.4342494523964753
ENSG00000153930,20,7,2.551728946020072,-4.3008154175648725,ANKFN1,FALSE,FALSE,9.500826571911756e-5,4.1259605566286236e-5,10,99.99049917342809,10,1.041392685158225
ENSG00000183691,4,1,-0.05736907119565687,3.5050908782114947,NOG,FALSE,FALSE,0.0032017785547342617,0.0013882934386170434,327,99.68932297109848,337,2.5289167002776547
ENSG00000214226,5,1,4.7396178067225865,-3.1054249546895063,C17orf67,FALSE,FALSE,0.010887947251410873,0.004703018511485564,1125,98.93115701065993,1146,3.0595634179012676
ENSG00000153933,1,1,0.4943921387690953,0.7665795542826619,DGKE,FALSE,FALSE,0.027723411936838506,0.01187625003669278,2799,97.34071864252189,2918,3.4652340949880145
ENSG00000121060,7,1,-4.7327895342808315,1.3572665907969441,TRIM25,FALSE,FALSE,0.055161799076519656,0.023319059689003892,5450,94.82204951830809,5806,3.763951826033324
ENSG00000121058,1,1,0.0941163719195775,1.2723750331034627,COIL,FALSE,FALSE,0.08718908545043419,0.03630508376082271,8616,91.81408782564084,9177,3.9627480533586406
ENSG00000121064,1,1,-2.5658540904026577,1.6451896884074177,SCPEP1,FALSE,FALSE,0.18115226024664147,0.0723058853549776,15308,85.4561346837175,19067,4.2803051432550046
ENSG00000263004,2,1,-1.825222629259164,-0.6660850487122569,RP11-166P13.3,FALSE,FALSE,0.009776350542497198,0.0042251950887540355,1000,99.04991734280883,1029,3.012837224705172
ENSG00000121057,2,1,-0.9417990028362819,-2.2622124693760908,AKAP1,FALSE,FALSE,0.01845060520265263,0.007939970588886,1871,98.22239534839531,1942,3.2884728005997825
ENSG00000263089,1,1,0.31015531425661363,1.7055780150523152,RP11-166P13.4,FALSE,FALSE,0.008636251353867787,0.0037345730636658358,895,99.14967602181389,909,2.9590413923210934
ENSG00000153944,3,1,1.4556325495738438,-1.2633807502160106,MSI2,FALSE,FALSE,0.12737758184962092,0.05206939452904642,10951,89.59564482109944,13407,4.127364001286201
ENSG00000181610,2,1,-1.8671474635105678,-2.0866494915852583,MRPS23,FALSE,FALSE,0.08774013339160507,0.03652515261010956,8331,92.08486138294032,9235,3.9654839242451385
ENSG00000180891,14,4,4.663247090627616,3.3653837897410357,CUEDC1,FALSE,FALSE,0.007505652991810287,0.003247491593555895,777,99.26178577536245,790,2.8981764834976764
ENSG00000136451,1,1,-0.7628379046421596,0.392192528449532,VEZF1,FALSE,FALSE,0.09367814999904991,0.03888953566794512,9100,91.3542478195603,9860,3.993920958801287
ENSG00000266086,3,1,2.0262958825129918,-0.37795694092607834,RP11-159D12.5,FALSE,FALSE,0.0028597487981454387,0.0012402006355327901,301,99.71402512018545,301,2.4800069429571505
ENSG00000264112,1,1,0.5786661923427037,0.6691649415125813,RP11-159D12.2,FALSE,FALSE,0.008417732342713816,0.0036404738458229507,877,99.16677750964334,886,2.9479236198317262
ENSG00000136450,2,1,-0.7885869919758388,-1.9235595009694133,SRSF1,FALSE,FALSE,0.12813764797537386,0.05236209265178657,12109,88.49544910407205,13487,4.129947557280667
ENSG00000264364,1,1,-0.4630754619341441,1.7964956023325886,DYNLL2,FALSE,FALSE,0.08792064909647139,0.03659721988762937,8521,91.904345678074,9254,3.966376423088923
ENSG00000121053,3,1,2.597324591924613,-2.7385051987538374,EPX,FALSE,FALSE,4.750413285955878e-5,2.06302927603135e-5,5,99.99524958671404,5,0.7781512503836436
ENSG00000011143,3,1,0.8034390032786778,-1.4176347396740947,MKS1,FALSE,FALSE,0.00610903148573926,0.0026450475258476915,632,99.39954776065518,643,2.808885867359812
ENSG00000005381,3,1,0.562438172151511,-1.7859408400425945,MPO,FALSE,FALSE,0.018678625040378514,0.00803719344174403,840,99.20193056795942,1966,3.2938043599193367
