id,module,supermodule,dim_1,dim_2,gene_short_name,is_feature_control,is_feature_control_MITO,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
ENSG00000162571,4,1,2.913799744893973,3.6904336669077837,TTLL10,FALSE,FALSE,9.880859634788226e-4,4.289084172700665e-4,102,99.9030915689665,104,2.0211892990699383
ENSG00000186891,4,1,2.831915837575858,3.5704232909312212,TNFRSF18,FALSE,FALSE,0.01445075721587778,0.0062309706513178475,1341,98.72593915670663,1521,3.182414652434554
ENSG00000186827,4,1,1.5247236311931065,4.063990280829903,TNFRSF4,FALSE,FALSE,0.028816006992608358,0.012337712670428255,2611,97.51933418207383,3033,3.4820155764507117
ENSG00000224051,4,1,1.5151400387782505,3.896533653937813,GLTPD1,FALSE,FALSE,0.017291504360879395,0.007445417618168825,1781,98.30790278754252,1820,3.26030994579492
ENSG00000162576,4,1,-0.13412107820325575,3.6222845770945513,MXRA8,FALSE,FALSE,1.9951735801014689e-4,8.66406447587916e-5,21,99.98004826419898,21,1.3424226808222062
ENSG00000197530,4,1,2.2237508118647984,2.8866779067149126,MIB2,FALSE,FALSE,0.06084329336652289,0.025651235124158796,5870,94.4230148022878,6404,3.806519134080705
ENSG00000189409,4,1,2.810666304876273,3.011577294074532,MMP23B,FALSE,FALSE,0.005662492636859407,0.002452252907886924,580,99.44895205882912,596,2.775974331129369
ENSG00000149527,4,1,2.807290297796195,3.720125839911934,PLCH2,FALSE,FALSE,0.0016911471298002925,7.338355293825626e-4,177,99.83183536967715,178,2.2528530309798933
ENSG00000228037,4,1,0.9227062285441807,3.8791228987803423,RP3-395M20.9,FALSE,FALSE,0.002346704163262204,0.0010179667020315441,241,99.77103007961693,247,2.3944516808262164
ENSG00000130762,4,1,0.2041559637088231,3.318817303382393,ARHGEF16,FALSE,FALSE,3.800330628764703e-5,1.650431260757726e-5,4,99.99619966937124,4,0.6989700043360189
ENSG00000158286,4,1,1.826626998235648,3.9001991011729205,RNF207,FALSE,FALSE,0.0019191669675261748,8.326848485537101e-4,200,99.80998346856177,202,2.307496037913213
ENSG00000215788,4,1,1.5557361662883213,3.9494082190623248,TNFRSF25,FALSE,FALSE,0.037138731069603054,0.015836852925385843,3598,96.58160259942615,3909,3.5921767573958667
