id,module,supermodule,dim_1,dim_2,gene_short_name,is_feature_control,is_feature_control_MITO,mean_counts,log10_mean_counts,n_cells_by_counts,pct_dropout_by_counts,total_counts,log10_total_counts
ENSG00000205231,6,1,1.6470415413875035,-3.5519278786549604,TTLL10-AS1,FALSE,FALSE,1.6151405172249984e-4,7.013899734860157e-5,17,99.98384859482775,17,1.255272505103306
ENSG00000069812,6,1,1.1818507731456211,-3.896712138451103,HES2,FALSE,FALSE,4.4653884887985255e-4,1.9388607241315085e-4,47,99.95534611511201,47,1.6812412373755872
ENSG00000188807,6,1,1.9145302594203404,-3.4168175003895795,TMEM201,FALSE,FALSE,0.005006935603397496,0.00216905885490655,516,99.50975734888935,527,2.722633922533812
ENSG00000189337,6,1,1.9381279767054966,-3.715193583763603,KAZN,FALSE,FALSE,0.0012826115872080872,5.566742126180465e-4,101,99.90404165162369,135,2.1335389083702174
ENSG00000228140,6,1,2.5230085671443394,-3.9016545555958784,RP3-467K16.4,FALSE,FALSE,0.0012256066277766165,5.319482823036324e-4,129,99.87743933722234,129,2.113943352306837
ENSG00000116809,6,1,2.9292030156154087,-3.595233275688652,ZBTB17,FALSE,FALSE,0.018650122560662778,0.00802504177532643,1932,98.16444030630664,1963,3.2931414834509307
ENSG00000184908,6,1,1.1070926011104039,-3.8961361191639936,CLCNKB,FALSE,FALSE,9.500826571911757e-6,4.126136952878857e-6,1,99.9990499173428,1,0.3010299956639812
ENSG00000187980,6,1,1.8873188317317418,-4.437538459099296,PLA2G2C,FALSE,FALSE,8.740760446158816e-4,3.794405971198399e-4,90,99.91449256085279,92,1.968482948553935
ENSG00000183114,6,1,1.6480321705836705,-3.63787873009539,FAM43B,FALSE,FALSE,5.7004959431470535e-5,2.4756233714876152e-5,6,99.99429950405685,6,0.8450980400142568
ENSG00000076864,6,1,2.585746747304862,-2.8279394648442304,RAP1GAP,FALSE,FALSE,4.845421551674996e-4,2.1038301863332472e-4,48,99.95439603245482,51,1.7160033436347992
ENSG00000088280,6,1,1.1277330935496739,-3.8735409520039594,ASAP3,FALSE,FALSE,2.9452562372926443e-4,1.2789202035055092e-4,31,99.97054743762708,31,1.505149978319906
ENSG00000001460,6,1,2.1069226086635044,-2.880453183449272,STPG1,FALSE,FALSE,0.005576985197712201,0.0024153250239477234,567,99.46130313337261,587,2.7693773260761385
ENSG00000197245,6,1,1.2094144642848423,-3.0768979332814252,FAM110D,FALSE,FALSE,1.8051570486632336e-4,7.838989942914547e-5,16,99.98479867748495,19,1.3010299956639813
ENSG00000131910,6,1,1.5742873967189244,-3.8658583901295698,NR0B2,FALSE,FALSE,9.500826571911757e-6,4.126136952878857e-6,1,99.9990499173428,1,0.3010299956639812
ENSG00000130768,6,1,2.5037259877223423,-3.6491826317677534,SMPDL3B,FALSE,FALSE,0.001833659528378969,7.956189904150939e-4,189,99.82043437779086,193,2.287801729930226
ENSG00000233427,6,1,1.436518412877982,-3.7383909962544477,RP1-212P9.3,FALSE,FALSE,8.55074391472058e-5,3.713382139697031e-5,9,99.991449256085275,9,1
ENSG00000179178,6,1,1.1372176230449131,-3.0523291371235883,TMEM125,FALSE,FALSE,1.0450909229102932e-4,4.5385350541152285e-5,11,99.98954909077091,11,1.0791812460476249
ENSG00000066056,6,1,2.4899399102229527,-2.8199923775563276,TIE1,FALSE,FALSE,0.002023676059817204,8.779832684060698e-4,206,99.80428297261862,213,2.330413773349191
ENSG00000236200,6,1,2.0709540665645054,-4.163491322792534,KDM4A-AS1,FALSE,FALSE,0.001482128945218234,6.432038844869314e-4,156,99.85178710547817,156,2.1958996524092336
ENSG00000117408,6,1,2.3985156834620884,-2.914415194786552,IPO13,FALSE,FALSE,0.01007087616622646,0.004351849077610112,1052,99.00051304463489,1060,3.025715383901341
ENSG00000169213,6,1,2.247830849935477,-3.5724192402730024,RAB3B,FALSE,FALSE,7.41064472609117e-4,3.217210178984784e-4,78,99.92589355273908,78,1.8976270912904414
ENSG00000116678,6,1,1.6993164837855748,-3.9130800507435834,LEPR,FALSE,FALSE,0.009377315826476903,0.004053540419376458,784,99.25513519676213,987,2.9947569445876283
ENSG00000118473,6,1,2.780493480016654,-3.4759910843739545,SGIP1,FALSE,FALSE,7.79067778896764e-4,3.382131090354602e-4,80,99.9239933874247,82,1.919078092376074
ENSG00000116729,6,1,1.509458881666129,-4.201123549736503,WLS,FALSE,FALSE,0.003743325669333232,0.0016226704813913767,302,99.71307503752827,394,2.59659709562646
ENSG00000197568,6,1,1.624070149709647,-2.9134324334034956,HHLA3,FALSE,FALSE,0.013405666292967489,0.005783328248404974,1369,98.69933684230529,1411,3.149834696715785
ENSG00000116761,6,1,2.0269317448634556,-3.0599427960286176,CTH,FALSE,FALSE,0.002175689284967792,9.438634459247352e-4,226,99.78528131947479,229,2.361727836017593
ENSG00000050628,6,1,1.9049856484431675,-3.7010448716054,PTGER3,FALSE,FALSE,0.003268284340737644,0.0014170833980793067,182,99.8270849563912,344,2.537819095073274
ENSG00000137968,6,1,2.6504173100490025,-3.8501642487416303,SLC44A5,FALSE,FALSE,4.6554050202367607e-4,2.0213462385408411e-4,48,99.95439603245482,49,1.6989700043360187
ENSG00000117069,6,1,1.8062124074000767,-3.1996022007832563,ST6GALNAC5,FALSE,FALSE,2.0901818458205865e-4,9.076595864385305e-5,19,99.98194842951337,22,1.3617278360175928
ENSG00000016490,6,1,1.4910658419627598,-4.28669579247332,CLCA1,FALSE,FALSE,7.600661257529406e-5,3.300799803245981e-5,5,99.99524958671404,8,0.9542425094393249
ENSG00000261737,6,1,2.1534433186549595,-4.118128611839775,RP4-612B15.3,FALSE,FALSE,0.004303874437076026,0.0018651381315331562,449,99.57341288692116,453,2.6570558528571038
