id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_short_name
ENSG00000101361,137.51262092269656,0.7216010188894517,0.22606167310352665,3.192053783300936,0.0014126502597487456,0.034958348942304374,NOP56
ENSG00000187840,316.75490563181984,-0.6043332322409435,0.26710148243326254,-2.2625603824267095,0.023662802652137094,0.17261688310589504,EIF4EBP1
ENSG00000114767,15.235089255131891,0.9046925174660668,0.4843794433498886,1.8677351607024488,0.06179899513092336,0.2874421989100641,RRP9
ENSG00000087269,44.694036664971584,0.5110249981345983,0.27599067198094107,1.8516024272366998,0.0640829342524725,0.2921574509607949,NOP14
ENSG00000067533,52.313650871532715,0.41843970169489486,0.23167815416509133,1.8061249805914774,0.07089881963225111,0.30673698223977514,RRP15
ENSG00000109534,73.04233655657859,0.45908931892855065,0.26142904052069055,1.7560762110214625,0.07907539646000292,0.3226358200779545,GAR1
ENSG00000052749,57.68870017378104,-0.8731812179966552,0.5268025244546434,-1.6575114534627373,0.09741611520152064,0.35684824720592023,RRP12
ENSG00000103319,8.763054660867533,0.5223317866979068,0.5112763280037911,1.0216232555441795,0.3069592465494262,0.6139661132115656,EEF2K
ENSG00000063046,600.5715333161363,-0.3322109598350892,0.3470758144431783,-0.9571711597596129,0.3384808712519873,0.6426202139672909,EIF4B
ENSG00000100227,48.05337812291238,-0.14053802013867928,0.27065234616857375,-0.5192566113989873,0.6035818059269915,0.822865297959297,POLDIP3
ENSG00000241945,14.931507505561429,-0.16727982263662844,0.382931745208202,-0.43683978863041906,0.6622275411025895,0.8533832771050162,PWP2
ENSG00000088205,370.05653647375595,-0.06717833980640987,0.17978289128308678,-0.37366369695674,0.70865453759636865,0.8789188506566262,DDX18
